,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,Chg,StockPrice,T,ImpliedVolatility (caluclated),Difference
4727,2/17/17,7/21/17,11,ARRY,Put,2.05,0.78663,,11.37,0.421629021,0.782704671,0.003925329
4732,2/17/17,1/19/18,12,ARRY,Call,2.8,0.69816,0.05,11.37,0.919917864,0.703517877,-0.005357877
4762,2/17/17,9/15/17,35,ARTNA,Call,0.72,0.17442,,32.389999,0.574948665,0.165839802,0.008580198
4767,2/17/17,9/15/17,5,ASNA,Call,0.95,0.59241,-0.03,5.11,0.574948665,0.585319666,0.007090334
4778,2/17/17,3/17/17,125,ASML,Call,3.6,0.17315,-0.4,126.879997,0.076659822,0.181177414,-0.008027414
4780,2/17/17,3/17/17,135,ASML,Call,0.37,0.18784,,126.879997,0.076659822,0.184543783,0.003296217
4783,2/17/17,3/17/17,125,ASML,Put,1.85,0.20415,0.1,126.879997,0.076659822,0.194540325,0.009609675
4787,2/17/17,4/21/17,130,ASML,Call,2.8,0.18764,,126.879997,0.1724846,0.19426079,-0.00662079
4789,2/17/17,4/21/17,115,ASML,Put,1.25,0.24997,,126.879997,0.1724846,0.25887944,-0.00890944
4790,2/17/17,4/21/17,120,ASML,Put,2.35,0.24983,-0.75,126.879997,0.1724846,0.249595272,0.000234728
4792,2/17/17,4/21/17,130,ASML,Put,6.8,0.24997,,126.879997,0.1724846,0.24255397,0.00741603
4805,2/17/17,1/19/18,120,ASML,Put,10.79,0.31184,,126.879997,0.919917864,0.302396437,0.009443563
4828,2/17/17,3/17/17,65,ASTE,Put,1.05,0.41592,-0.05,70.449997,0.076659822,0.406005179,0.009914821
4847,2/17/17,9/15/17,15,ATRA,Put,3.6,0.85869,,15.6,0.574948665,0.861900428,-0.003210428
4887,2/17/17,3/17/17,125,ATHN,Call,1.3,0.26754,0.6,118.959999,0.076659822,0.260865239,0.006674761
4912,2/17/17,6/16/17,110,ATHN,Call,14.4,0.34865,2.6,118.959999,0.325804244,0.350525757,-0.001875757
4914,2/17/17,6/16/17,120,ATHN,Call,8.1,0.30464,,118.959999,0.325804244,0.313669283,-0.009029283
4915,2/17/17,6/16/17,125,ATHN,Call,6.4,0.32091,1.4,118.959999,0.325804244,0.325513455,-0.004603455
4921,2/17/17,6/16/17,130,ATHN,Put,15.9,0.3463,,118.959999,0.325804244,0.336953901,0.009346099
4923,2/17/17,9/15/17,120,ATHN,Call,11.6,0.33262,,118.959999,0.574948665,0.33183471,0.00078529
4925,2/17/17,9/15/17,130,ATHN,Call,8.3,0.33544,0.9,118.959999,0.574948665,0.345354508,-0.009914508
4927,2/17/17,9/15/17,115,ATHN,Put,11,0.37679,-0.6,118.959999,0.574948665,0.370073443,0.006716557
4935,2/17/17,1/19/18,110,ATHN,Put,12.25,0.37863,-1.25,118.959999,0.919917864,0.381063534,-0.002433534
4946,2/17/17,3/17/17,22.5,ABY,Call,0.25,0.28099,-0.04,21.309999,0.076659822,0.283127288,-0.002137288
4961,2/17/17,3/17/17,55,AAWW,Put,3,0.38491,,53.700001,0.076659822,0.384106032,0.000803968
4975,2/17/17,8/18/17,55,AAWW,Put,6.6,0.38396,,53.700001,0.498288843,0.393819701,-0.009859701
4982,2/17/17,6/16/17,30,TEAM,Call,2,0.30292,0.2,29.889999,0.325804244,0.298370635,0.004549365
5072,2/17/17,3/17/17,90,ADP,Put,0.1,0.21837,,99.68,0.076659822,0.216032565,0.002337435
5093,2/17/17,8/18/17,100,ADP,Call,3.78,0.14302,-0.35,99.68,0.498288843,0.13592576,0.00709424
5095,2/17/17,8/18/17,90,ADP,Put,2.25,0.21872,,99.68,0.498288843,0.22283296,-0.00411296
5097,2/17/17,8/18/17,95,ADP,Put,3.64,0.21648,,99.68,0.498288843,0.210909726,0.005570274
5105,2/17/17,1/19/18,105,ADP,Call,4.4,0.16844,,99.68,0.919917864,0.167518658,0.000921342
5113,2/17/17,1/18/19,92.5,ADP,Call,10.85,0.11406,,99.68,1.916495551,0.113259716,0.000800284
5134,2/17/17,8/18/17,60,AVXS,Call,9,0.56315,,59.150002,0.498288843,0.561439888,0.001710112
5144,2/17/17,3/17/17,33,CAR,Call,2.06,0.43768,-4.63,33.759998,0.076659822,0.446511161,-0.008831161
5147,2/17/17,3/17/17,36,CAR,Call,0.68,0.39661,-0.57,33.759998,0.076659822,0.4013246,-0.0047146
5153,2/17/17,3/17/17,35,CAR,Put,2.25,0.41915,0.75,33.759998,0.076659822,0.411301343,0.007848657
5160,2/17/17,5/19/17,35,CAR,Call,2.65,0.47115,-1.05,33.759998,0.249144422,0.47072008,0.00042992
5171,2/17/17,8/18/17,35,CAR,Call,4.1,0.48507,-0.79,33.759998,0.498288843,0.483662552,0.001407448
5173,2/17/17,8/18/17,37,CAR,Call,3.2,0.46246,-2.3,33.759998,0.498288843,0.465051363,-0.002591363
5178,2/17/17,8/18/17,35,CAR,Put,5,0.45918,0.67,33.759998,0.498288843,0.457004414,0.002175586
5205,2/17/17,5/19/17,7.5,AXTI,Call,0.75,0.55249,0.05,7.35,0.249144422,0.555666663,-0.003176663
5221,2/17/17,1/19/18,60,BEAV,Put,1.7,0.13333,,62.830002,0.919917864,0.128077901,0.005252099
5239,2/17/17,2/24/17,170,BIDU,Put,0.52,0.48171,-0.08,185.169998,0.019164956,0.47273701,0.00897299
5241,2/17/17,2/24/17,175,BIDU,Put,1.2,0.46096,-0.14,185.169998,0.019164956,0.463688897,-0.002728897
5246,2/17/17,2/24/17,187.5,BIDU,Put,6.27,0.4822,0.37,185.169998,0.019164956,0.488864126,-0.006664126
5261,2/17/17,3/3/17,192.5,BIDU,Call,2.5,0.35548,-0.36,185.169998,0.038329911,0.364807521,-0.009327521
5263,2/17/17,3/3/17,197.5,BIDU,Call,1.46,0.37605,,185.169998,0.038329911,0.37362981,0.00242019
5264,2/17/17,3/3/17,200,BIDU,Call,0.97,0.37052,-0.08,185.169998,0.038329911,0.362634057,0.007885943
5273,2/17/17,3/10/17,187.5,BIDU,Call,4.65,0.31874,0.3,185.169998,0.057494867,0.320815012,-0.002075012
5276,2/17/17,3/10/17,195,BIDU,Call,2.18,0.32785,-0.42,185.169998,0.057494867,0.319410948,0.008439052
5293,2/17/17,3/24/17,182.5,BIDU,Call,7.7,0.27449,,185.169998,0.095824778,0.274320157,0.000169843
5294,2/17/17,3/24/17,185,BIDU,Call,6.6,0.27816,-0.37,185.169998,0.095824778,0.283216454,-0.005056454
5296,2/17/17,3/24/17,190,BIDU,Call,4.45,0.27946,0.2,185.169998,0.095824778,0.282852162,-0.003392162
5300,2/17/17,3/24/17,200,BIDU,Call,1.73,0.27685,-0.22,185.169998,0.095824778,0.280275826,-0.003425826
5301,2/17/17,3/24/17,202.5,BIDU,Call,1.35,0.27886,,185.169998,0.095824778,0.281577876,-0.002717876
5313,2/17/17,3/10/17,170,BIDU,Put,1.16,0.34052,-0.27,185.169998,0.057494867,0.347125801,-0.006605801
5323,2/17/17,3/17/17,175,BIDU,Put,2.52,0.32512,-0.1,185.169998,0.076659822,0.320634561,0.004485439
5330,2/17/17,3/24/17,170,BIDU,Put,1.83,0.31752,-0.52,185.169998,0.095824778,0.317319749,0.000200251
5335,2/17/17,3/24/17,182.5,BIDU,Put,5.4,0.29211,,185.169998,0.095824778,0.29478837,-0.00267837
5340,2/17/17,4/21/17,180,BIDU,Call,10.6,0.24997,-1.44,185.169998,0.1724846,0.252924335,-0.002954335
5343,2/17/17,4/21/17,195,BIDU,Call,4.24,0.2674,-0.27,185.169998,0.1724846,0.259998703,0.007401297
5344,2/17/17,4/21/17,200,BIDU,Call,3.08,0.26904,-0.02,185.169998,0.1724846,0.265699933,0.003340067
5347,2/17/17,4/21/17,180,BIDU,Put,6,0.27572,-0.1,185.169998,0.1724846,0.277803389,-0.002083389
5359,2/17/17,6/16/17,170,BIDU,Put,6.3,0.31774,0.3,185.169998,0.325804244,0.310917444,0.006822556
5360,2/17/17,6/16/17,175,BIDU,Put,7.88,0.29964,0.18,185.169998,0.325804244,0.303407983,-0.003767983
5361,2/17/17,6/16/17,180,BIDU,Put,9.61,0.29879,0.16,185.169998,0.325804244,0.292740858,0.006049142
5372,2/17/17,9/15/17,200,BIDU,Call,10.31,0.27438,-1.19,185.169998,0.574948665,0.283731984,-0.009351984
5391,2/17/17,1/19/18,190,BIDU,Put,23.35,0.30791,0.95,185.169998,0.919917864,0.298648825,0.009261175
5411,2/17/17,3/17/17,85,BCPC,Put,3.4,0.30868,,83.870003,0.076659822,0.302231216,0.006448784
5432,2/17/17,6/16/17,10,BOCH,Put,0.45,0.30684,,10.6,0.325804244,0.30614668,0.00069332
5474,2/17/17,1/19/18,5,BV,Call,0.7,0.47502,,4.65,0.919917864,0.467505341,0.007514659
5499,2/17/17,2/24/17,43,BBBY,Call,0.1,0.28397,,41.139999,0.019164956,0.276982374,0.006987626
5501,2/17/17,2/24/17,44.5,BBBY,Call,0.33,0.60242,,41.139999,0.019164956,0.600760437,0.001659563
5504,2/17/17,2/24/17,38,BBBY,Put,0.23,0.54447,-0.03,41.139999,0.019164956,0.549695978,-0.005225978
5525,2/17/17,3/3/17,43.5,BBBY,Call,0.17,0.26306,,41.139999,0.038329911,0.270706629,-0.007646629
5532,2/17/17,3/10/17,40.5,BBBY,Call,0.91,0.12799,,41.139999,0.057494867,0.133347326,-0.005357326
5539,2/17/17,3/10/17,44,BBBY,Call,0.16,0.24447,,41.139999,0.057494867,0.245669347,-0.001199347
5549,2/17/17,3/24/17,42.5,BBBY,Call,0.41,0.1839,,41.139999,0.095824778,0.180236027,0.003663973
5553,2/17/17,3/3/17,37.5,BBBY,Put,0.26,0.45286,,41.139999,0.038329911,0.450098955,0.002761045
5556,2/17/17,3/3/17,39,BBBY,Put,0.21,0.28122,,41.139999,0.038329911,0.289804298,-0.008584298
5579,2/17/17,3/24/17,39,BBBY,Put,0.54,0.27107,,41.139999,0.095824778,0.273917836,-0.002847836
5599,2/17/17,8/18/17,40,BBBY,Put,2.7,0.28841,,41.139999,0.498288843,0.288188241,0.000221759
5608,2/17/17,1/19/18,42.5,BBBY,Put,5.9,0.3306,,41.139999,0.919917864,0.333242579,-0.002642579
5609,2/17/17,1/19/18,45,BBBY,Put,7,0.30997,,41.139999,0.919917864,0.302976969,0.006993031
5621,2/17/17,6/16/17,30,BELFB,Put,2.6,0.37258,,29.9,0.325804244,0.378510573,-0.005930573
5666,2/17/17,9/15/17,6,BCRX,Put,2.12,1.31231,,6.56,0.574948665,1.317493143,-0.005183143
5673,2/17/17,9/15/17,2,BDSI,Put,0.62,0.98398,,1.88,0.574948665,0.979752091,0.004227909
5695,2/17/17,2/24/17,262.5,BIIB,Put,1.43,0.5974,,288.940002,0.019164956,0.603681265,-0.006281265
5700,2/17/17,2/24/17,275,BIIB,Put,0.8,0.32039,-0.1,288.940002,0.019164956,0.316852805,0.003537195
5703,2/17/17,2/24/17,282.5,BIIB,Put,2.2,0.29543,-0.7,288.940002,0.019164956,0.301035038,-0.005605038
5724,2/17/17,3/3/17,300,BIIB,Call,3.3,0.33762,,288.940002,0.038329911,0.328912991,0.008707009
5726,2/17/17,3/3/17,310,BIIB,Call,2.07,0.3841,-0.03,288.940002,0.038329911,0.380402227,0.003697773
5736,2/17/17,3/10/17,305,BIIB,Call,3.1,0.30828,,288.940002,0.057494867,0.313388584,-0.005108584
5768,2/17/17,3/3/17,280,BIIB,Put,3.74,0.34008,0.34,288.940002,0.038329911,0.332345168,0.007734832
5786,2/17/17,3/17/17,280,BIIB,Put,6.24,0.33043,0.4,288.940002,0.076659822,0.322493579,0.007936421
5787,2/17/17,3/17/17,285,BIIB,Put,8.6,0.33625,0.7,288.940002,0.076659822,0.33145596,0.00479404
5795,2/17/17,3/24/17,290,BIIB,Put,12.32,0.33883,,288.940002,0.095824778,0.331817391,0.007012609
5834,2/17/17,7/21/17,290,BIIB,Put,24.5,0.32405,-3,288.940002,0.421629021,0.324666184,-0.000616184
5853,2/17/17,1/19/18,280,BIIB,Put,31.5,0.337,1,288.940002,0.919917864,0.336511975,0.000488025
5856,2/17/17,1/19/18,295,BIIB,Put,41.7,0.34689,,288.940002,0.919917864,0.354319943,-0.007429943
5890,2/17/17,7/21/17,85,BMRN,Put,6.23,0.37155,,89.870003,0.421629021,0.377485223,-0.005935223
5901,2/17/17,1/18/19,95,BMRN,Call,15.15,0.34513,,89.870003,1.916495551,0.341385228,0.003744772
5927,2/17/17,5/19/17,27,BEAT,Call,1.54,0.46418,,24.950001,0.249144422,0.468596386,-0.004416386
5929,2/17/17,5/19/17,24,BEAT,Put,1.65,0.44005,,24.950001,0.249144422,0.43281023,0.00723977
5932,2/17/17,5/19/17,27,BEAT,Put,3.54,0.46467,,24.950001,0.249144422,0.465219841,-0.000549841
5934,2/17/17,8/18/17,24,BEAT,Call,3.1,0.38202,,24.950001,0.498288843,0.373523513,0.008496487
5938,2/17/17,8/18/17,24,BEAT,Put,2.65,0.45874,,24.950001,0.498288843,0.45655783,0.00218217
5942,2/17/17,3/17/17,40,BJRI,Call,0.7,0.399,,37.299999,0.076659822,0.403125522,-0.004125522
5949,2/17/17,7/21/17,40,BJRI,Call,1.86,0.29568,-0.04,37.299999,0.421629021,0.299294896,-0.003614896
5963,2/17/17,3/17/17,75,BLKB,Call,0.85,0.19138,,73.43,0.076659822,0.182556662,0.008823338
5968,2/17/17,6/16/17,70,BLKB,Put,4.2,0.35023,,73.43,0.325804244,0.356163156,-0.005933156
5980,2/17/17,3/17/17,7,BBRY,Call,0.55,0.27446,0.1,7.49,0.076659822,0.277479973,-0.003019973
5983,2/17/17,3/24/17,7.5,BBRY,Call,0.23,0.24976,-0.02,7.49,0.095824778,0.252059484,-0.002299484
5984,2/17/17,3/24/17,8,BBRY,Call,0.08,0.26347,,7.49,0.095824778,0.269784347,-0.006314347
5997,2/17/17,4/21/17,8,BBRY,Call,0.21,0.32142,0.05,7.49,0.1724846,0.322972281,-0.001552281
6006,2/17/17,6/16/17,7,BBRY,Put,0.33,0.33825,,7.49,0.325804244,0.330837655,0.007412345
6008,2/17/17,9/15/17,7,BBRY,Call,0.91,0.27682,0.02,7.49,0.574948665,0.284854039,-0.008034039
6011,2/17/17,9/15/17,8,BBRY,Put,1.01,0.32661,-0.01,7.49,0.574948665,0.317689122,0.008920878
6021,2/17/17,9/15/17,35,HAWK,Put,3.26,0.35074,,36,0.574948665,0.354031982,-0.003291982
6029,2/17/17,3/17/17,20,BLMN,Call,0.11,0.22031,,18.860001,0.076659822,0.222340544,-0.002030544
6050,2/17/17,6/16/17,25,BUFF,Put,1.95,0.33141,,24.85,0.325804244,0.334630165,-0.003220165
6052,2/17/17,5/19/17,20,BHBK,Call,0.3,0.19014,,18.9,0.249144422,0.184105004,0.006034996
6054,2/17/17,8/18/17,17.5,BHBK,Put,0.5,0.20833,,18.9,0.498288843,0.209414889,-0.001084889
6059,2/17/17,3/17/17,80,BLUE,Call,4.1,0.62095,0.4,77.099998,0.076659822,0.624973291,-0.004023291
6062,2/17/17,3/17/17,80,BLUE,Put,7.2,0.65239,-0.3,77.099998,0.076659822,0.652247822,0.000142178
6067,2/17/17,5/19/17,75,BLUE,Put,8.9,0.6683,0.57,77.099998,0.249144422,0.66101602,0.00728398
6082,2/17/17,1/19/18,80,BLUE,Put,20,0.63372,-0.1,77.099998,0.919917864,0.633505058,0.000214942
6090,2/17/17,3/17/17,35,BPMC,Call,3.2,0.75577,,35.509998,0.076659822,0.754152694,0.001617306
6100,2/17/17,4/21/17,35,BNCN,Call,2.4,0.24997,,36.549999,0.1724846,0.249510926,0.000459074
6158,2/17/17,7/21/17,17.5,BPFH,Call,1.15,0.31681,,17,0.421629021,0.307247662,0.009562338
6165,2/17/17,9/15/17,25,EPAY,Put,2.65,0.39357,,25.549999,0.574948665,0.387860939,0.005709061
6171,2/17/17,7/21/17,7.5,BCOV,Put,0.85,0.55896,,8.05,0.421629021,0.554926439,0.004033561
6191,2/17/17,2/24/17,195,AVGO,Put,0.13,0.3162,,210.410004,0.019164956,0.309021831,0.007178169
6204,2/17/17,3/3/17,200,AVGO,Call,11.8,0.31332,0.26,210.410004,0.038329911,0.306094365,0.007225635
6208,2/17/17,3/3/17,210,AVGO,Call,5.72,0.32526,0.89,210.410004,0.038329911,0.33459783,-0.00933783
6218,2/17/17,3/10/17,200,AVGO,Call,12.3,0.28781,2.54,210.410004,0.057494867,0.283928964,0.003881036
6223,2/17/17,3/10/17,212.5,AVGO,Call,5.1,0.29779,0.9,210.410004,0.057494867,0.299726019,-0.001936019
6225,2/17/17,3/10/17,217.5,AVGO,Call,3.2,0.29003,-0.1,210.410004,0.057494867,0.297124058,-0.007094058
6226,2/17/17,3/10/17,220,AVGO,Call,2.4,0.28308,,210.410004,0.057494867,0.29150805,-0.00842805
6228,2/17/17,3/10/17,225,AVGO,Call,1.15,0.26449,,210.410004,0.057494867,0.273639475,-0.009149475
6230,2/17/17,3/10/17,230,AVGO,Call,0.8,0.29032,,210.410004,0.057494867,0.297134841,-0.006814841
6234,2/17/17,3/17/17,210,AVGO,Call,6.58,0.26991,0.93,210.410004,0.076659822,0.272817588,-0.002907588
6236,2/17/17,3/17/17,230,AVGO,Call,0.95,0.27007,0.32,210.410004,0.076659822,0.270049589,2.04E-05
6239,2/17/17,3/24/17,207.5,AVGO,Call,7.06,0.21872,0.51,210.410004,0.095824778,0.210242661,0.008477339
6240,2/17/17,3/24/17,210,AVGO,Call,6.2,0.22335,,210.410004,0.095824778,0.228969668,-0.005619668
6246,2/17/17,3/24/17,225,AVGO,Call,1.89,0.25322,0.48,210.410004,0.095824778,0.253910001,-0.000690001
6249,2/17/17,3/3/17,192.5,AVGO,Put,0.75,0.3713,-0.58,210.410004,0.038329911,0.367649028,0.003650972
6250,2/17/17,3/3/17,195,AVGO,Put,1.15,0.36814,-0.5,210.410004,0.038329911,0.374997719,-0.006857719
6251,2/17/17,3/3/17,197.5,AVGO,Put,1.85,0.38944,-0.33,210.410004,0.038329911,0.39728229,-0.00784229
6252,2/17/17,3/3/17,200,AVGO,Put,2.1,0.3641,-1.5,210.410004,0.038329911,0.369116191,-0.005016191
6269,2/17/17,3/17/17,190,AVGO,Put,1.2,0.32453,-0.6,210.410004,0.076659822,0.329868782,-0.005338782
6272,2/17/17,3/17/17,210,AVGO,Put,7.31,0.32145,-0.89,210.410004,0.076659822,0.325458657,-0.004008657
6298,2/17/17,6/16/17,190,AVGO,Put,6.2,0.31251,-1.11,210.410004,0.325804244,0.312921018,-0.000411018
6300,2/17/17,6/16/17,200,AVGO,Put,9.59,0.29831,-1.7,210.410004,0.325804244,0.30720711,-0.00889711
6302,2/17/17,6/16/17,220,AVGO,Put,19.6,0.29816,-3.9,210.410004,0.325804244,0.296931521,0.001228479
6308,2/17/17,7/21/17,220,AVGO,Call,10.1,0.24997,0.9,210.410004,0.421629021,0.255306544,-0.005336544
6312,2/17/17,7/21/17,200,AVGO,Put,12.25,0.31332,,210.410004,0.421629021,0.323121916,-0.009801916
6313,2/17/17,7/21/17,210,AVGO,Put,15.5,0.28555,-1.64,210.410004,0.421629021,0.293160696,-0.007610696
6317,2/17/17,1/19/18,195,AVGO,Call,28.8,0.24997,,210.410004,0.919917864,0.253721437,-0.003751437
6383,2/17/17,7/21/17,22.5,BRKS,Call,1.15,0.28069,,21.41,0.421629021,0.285285073,-0.004595073
6393,2/17/17,3/17/17,150,BWLD,Call,10.5,0.26521,1.3,159.050003,0.076659822,0.268211934,-0.003001934
6395,2/17/17,3/17/17,160,BWLD,Call,3.67,0.23414,0.72,159.050003,0.076659822,0.23271094,0.00142906
6399,2/17/17,3/17/17,150,BWLD,Put,1.2,0.24607,-0.42,159.050003,0.076659822,0.252426229,-0.006356229
6432,2/17/17,1/19/18,170,BWLD,Call,12.5,0.28122,,159.050003,0.919917864,0.273239884,0.007980116
6433,2/17/17,1/19/18,145,BWLD,Put,13.8,0.35023,,159.050003,0.919917864,0.351944869,-0.001714869
6437,2/17/17,1/19/18,165,BWLD,Put,22.7,0.33081,,159.050003,0.919917864,0.324630678,0.006179322
6455,2/17/17,1/19/18,12,BLDR,Put,1.95,0.48383,,12.51,0.919917864,0.478995006,0.004834994
6495,2/17/17,1/19/18,72.5,CHRW,Put,4.7,0.26601,,79.059998,0.919917864,0.265581761,0.000428239
6496,2/17/17,1/19/18,75,CHRW,Put,5.8,0.26667,,79.059998,0.919917864,0.266198586,0.000471414
6510,2/17/17,3/17/17,30,CA,Put,0.15,0.23327,,32.09,0.076659822,0.232270788,0.000999212
6512,2/17/17,3/17/17,32,CA,Put,0.5,0.16149,-0.65,32.09,0.076659822,0.155318707,0.006171293
6518,2/17/17,5/19/17,32,CA,Call,1.1,0.15574,,32.09,0.249144422,0.162152189,-0.006412189
6525,2/17/17,5/19/17,32,CA,Put,1.36,0.22923,,32.09,0.249144422,0.223410053,0.005819947
6526,2/17/17,5/19/17,33,CA,Put,2.05,0.24334,,32.09,0.249144422,0.243751606,-0.000411606
6532,2/17/17,8/18/17,34,CA,Call,0.76,0.15913,,32.09,0.498288843,0.161441319,-0.002311319
6559,2/17/17,3/17/17,30,CDNS,Call,0.65,0.1686,-0.1,30.200001,0.076659822,0.161754101,0.006845899
6564,2/17/17,3/17/17,30,CDNS,Put,0.5,0.18907,-0.03,30.200001,0.076659822,0.180465193,0.008604807
6570,2/17/17,5/19/17,28,CDNS,Put,0.97,0.31817,,30.200001,0.249144422,0.325125835,-0.006955835
6571,2/17/17,5/19/17,29,CDNS,Put,1.05,0.27059,,30.200001,0.249144422,0.270554129,3.59E-05
6575,2/17/17,8/18/17,29,CDNS,Call,2.45,0.20888,,30.200001,0.498288843,0.209270701,-0.000390701
6594,2/17/17,2/24/17,9,CZR,Put,0.11,0.38255,,9.2,0.019164956,0.386332943,-0.003782943
6599,2/17/17,3/17/17,9,CZR,Call,0.5,0.39241,0.05,9.2,0.076659822,0.388131933,0.004278067
6604,2/17/17,3/17/17,9,CZR,Put,0.3,0.38443,-0.05,9.2,0.076659822,0.391643672,-0.007213672
6637,2/17/17,6/16/17,15,CAMP,Put,1.15,0.39642,-0.05,15.49,0.325804244,0.402253158,-0.005833158
6649,2/17/17,3/17/17,10,CALA,Call,0.9,1.18692,0.3,9.2,0.076659822,1.192867135,-0.005947135
6661,2/17/17,2/24/17,40.5,CALM,Call,0.25,0.41052,,38.650002,0.019164956,0.403849688,0.006670312
6667,2/17/17,2/24/17,36.5,CALM,Put,0.21,0.43406,,38.650002,0.019164956,0.437844312,-0.003784312
6689,2/17/17,3/10/17,41.5,CALM,Call,0.5,0.39393,,38.650002,0.057494867,0.39543135,-0.00150135
6693,2/17/17,3/17/17,40,CALM,Call,0.7,0.28657,-0.15,38.650002,0.076659822,0.289347465,-0.002777465
6702,2/17/17,3/3/17,37.5,CALM,Put,0.59,0.36279,,38.650002,0.038329911,0.360131635,0.002658365
6710,2/17/17,3/10/17,35,CALM,Put,0.35,0.43886,,38.650002,0.057494867,0.435717419,0.003142581
6723,2/17/17,3/24/17,38,CALM,Put,1.2,0.31883,-0.09,38.650002,0.095824778,0.319390178,-0.000560178
6730,2/17/17,5/19/17,37.5,CALM,Put,2.1,0.34163,,38.650002,0.249144422,0.350941886,-0.009311886
6751,2/17/17,1/18/19,40,CALM,Put,9,0.39476,,38.650002,1.916495551,0.398619123,-0.003859123
6757,2/17/17,8/18/17,4,CLMT,Call,0.6,0.58135,,3.9,0.498288843,0.583826543,-0.002476543
6766,2/17/17,2/24/17,15,CSIQ,Call,0.1,0.49313,0.02,14.12,0.019164956,0.488211047,0.004918953
6782,2/17/17,3/17/17,14,CSIQ,Call,1,0.59799,0.3,14.12,0.076659822,0.603502034,-0.005512034
6792,2/17/17,3/17/17,13,CSIQ,Put,0.5,0.64261,-0.15,14.12,0.076659822,0.641861712,0.000748288
6797,2/17/17,4/21/17,14,CSIQ,Call,1.4,0.56697,0.4,14.12,0.1724846,0.573787718,-0.006817718
6799,2/17/17,4/21/17,13,CSIQ,Put,0.8,0.57496,-0.16,14.12,0.1724846,0.574906642,5.34E-05
6806,2/17/17,7/21/17,14,CSIQ,Put,2.2,0.62039,,14.12,0.421629021,0.629354553,-0.008964553
6842,2/17/17,3/17/17,15,CARA,Call,1.4,0.93075,0.08,14.76,0.076659822,0.924005624,0.006744376
6858,2/17/17,3/17/17,45,CATM,Call,1.1,0.25,-0.05,44.630001,0.076659822,0.256375886,-0.006375886
6859,2/17/17,3/17/17,45,CATM,Put,1.4,0.24881,-0.65,44.630001,0.076659822,0.245641584,0.003168416
6875,2/17/17,3/17/17,15,CTRE,Call,0.65,0.27297,,15.34,0.076659822,0.272527192,0.000442808
6876,2/17/17,3/17/17,15,CTRE,Put,0.3,0.27844,,15.34,0.076659822,0.269867649,0.008572351
6898,2/17/17,7/21/17,35,CRZO,Put,5.1,0.46874,,33.09,0.421629021,0.469233641,-0.000493641
6904,2/17/17,1/19/18,35,CRZO,Put,6.5,0.42885,0.4,33.09,0.919917864,0.432673437,-0.003823437
6936,2/17/17,3/17/17,125,CASY,Put,8.98,0.32284,,117.5,0.076659822,0.31803045,0.00480955
6966,2/17/17,3/17/17,70,CAVM,Put,4.6,0.38789,,67.050003,0.076659822,0.384461877,0.003428123
7002,2/17/17,9/15/17,77.5,CBOE,Call,6.4,0.18413,1.08,80.940002,0.574948665,0.180874808,0.003255192
7006,2/17/17,9/15/17,75,CBOE,Put,2.25,0.19592,-0.3,80.940002,0.574948665,0.19985996,-0.00393996
7011,2/17/17,1/19/18,80,CBOE,Call,6.1,0.1714,0.8,80.940002,0.919917864,0.176689984,-0.005289984
7014,2/17/17,1/19/18,75,CBOE,Put,4.1,0.22907,,80.940002,0.919917864,0.228476545,0.000593455
7023,2/17/17,3/17/17,65,CDK,Call,1.7,0.19749,0.19,65.470001,0.076659822,0.199771184,-0.002281184
7026,2/17/17,3/17/17,65,CDK,Put,1.5,0.24997,-0.25,65.470001,0.076659822,0.241046606,0.008923394
7029,2/17/17,5/19/17,70,CDK,Call,1.4,0.23681,-0.29,65.470001,0.249144422,0.232645093,0.004164907
7030,2/17/17,5/19/17,60,CDK,Put,1.57,0.28886,,65.470001,0.249144422,0.296835142,-0.007975142
7035,2/17/17,8/18/17,60,CDK,Put,2.41,0.27604,-0.39,65.470001,0.498288843,0.266600196,0.009439804
7041,2/17/17,6/16/17,55,CDW,Call,5.4,0.13518,,59.990002,0.325804244,0.141453073,-0.006273073
7042,2/17/17,6/16/17,60,CDW,Call,2.45,0.16867,,59.990002,0.325804244,0.176324866,-0.007654866
7043,2/17/17,6/16/17,65,CDW,Call,0.8,0.18092,,59.990002,0.325804244,0.178211094,0.002708906
7061,2/17/17,2/24/17,123,CELG,Call,0.54,0.19313,0.37,121.160004,0.019164956,0.184914591,0.008215409
7062,2/17/17,2/24/17,124,CELG,Call,0.3,0.17329,0.18,121.160004,0.019164956,0.181716622,-0.008426622
7063,2/17/17,2/24/17,125,CELG,Call,0.18,0.17959,0.1,121.160004,0.019164956,0.18756077,-0.00797077
7064,2/17/17,2/24/17,126,CELG,Call,0.1,0.19997,0.04,121.160004,0.019164956,0.190695163,0.009274837
7073,2/17/17,2/24/17,112,CELG,Put,0.03,0.28075,-0.05,121.160004,0.019164956,0.273178003,0.007571997
7077,2/17/17,2/24/17,116,CELG,Put,0.12,0.21872,-0.3,121.160004,0.019164956,0.218592294,0.000127706
7078,2/17/17,2/24/17,117,CELG,Put,0.2,0.20829,-0.52,121.160004,0.019164956,0.212446402,-0.004156402
7081,2/17/17,2/24/17,120,CELG,Put,0.91,0.21735,-1.19,121.160004,0.019164956,0.213174992,0.004175008
7096,2/17/17,3/3/17,118,CELG,Call,3.8,0.19829,1.36,121.160004,0.038329911,0.189810066,0.008479934
